Date,Longitude,Latitude,Depth,Rms,Type,Magnitude,Location,EventID
"05/05/2023 17:52:28",36.333,37.977,7.55,0.49,"MW",4.6,"Göksun (Kahramanmaraş)",581604
"04/05/2023 04:50:00",26.189,40.42,18.31,0.42,"MW",4.2,"Ege Denizi - Saros Körfezi - [16.82 km] Eceabat (Çanakkale)",581073
"03/05/2023 20:22:15",36.572,38.073,6.83,0.54,"ML",4.1,"Göksun (Kahramanmaraş)",580996
"03/05/2023 20:16:38",36.569,38.069,7,0.59,"MW",5,"Göksun (Kahramanmaraş)",580995
"03/05/2023 09:20:52",35.531,37.606,13.13,0.44,"MW",4.3,"Aladağ (Adana)",580828
"02/05/2023 00:35:58",38.593,38.138,5.44,0.36,"MW",4.4,"Pütürge (Malatya)",580437
"01/05/2023 18:06:07",21.104,39.665,6.39,0.75,"MW",4.3,"Ioannina, Ipeiros (Yunanistan)",580333
"30/04/2023 16:01:26",37.835,38.314,11.07,0.28,"MW",4.3,"Akçadağ (Malatya)",579993
"29/04/2023 04:55:47",36.488,38.047,7,0.52,"MW",4.7,"Göksun (Kahramanmaraş)",579657
"28/04/2023 08:15:44",36.036,36.165,7,0.5,"MW",4.1,"Samandağ (Hatay)",579340
"27/04/2023 18:33:43",37.338,38.809,7,0.5,"MW",4.3,"Gürün (Sivas)",579151
"26/04/2023 23:00:35",26.32,36.297,54.16,0.7,"MW",5,"Ege Denizi - [110.19 km] Datça (Muğla)",578955
"26/04/2023 18:31:03",36.422,37.986,7.36,0.46,"MW",4.3,"Göksun (Kahramanmaraş)",578911
"26/04/2023 07:48:31",36.23,37.854,7,0.45,"MW",4.1,"Saimbeyli (Adana)",578757
"26/04/2023 01:14:08",37.288,38.057,7,0.6,"MW",4,"Nurhak (Kahramanmaraş)",578621
"25/04/2023 21:48:11",38.638,38.239,11.34,0.25,"MW",4,"Pütürge (Malatya)",578559
"22/04/2023 11:37:53",23.288,38.254,7.05,0.54,"MW",4.6,"Boeotia, Stereá Elláda (Yunanistan)",577615
"20/04/2023 01:44:07",39.194,38.467,11.11,0.36,"MW",4.6,"Sivrice (Elazığ)",576708
"17/04/2023 07:07:18",43.848,39.198,7,0.49,"MW",4,"Çaldıran (Van)",575616
"16/04/2023 00:51:01",37.202,37.609,7.03,0.41,"MW",4.1,"Dulkadiroğlu (Kahramanmaraş)",575275
"15/04/2023 12:37:21",36.242,37.886,7,0.36,"MW",4.2,"Saimbeyli (Adana)",575093
"15/04/2023 02:01:34",36.355,37.986,7,0.67,"MW",4,"Göksun (Kahramanmaraş)",574992
"13/04/2023 16:26:58",38.567,38.118,7,0.53,"MW",4.3,"Sincik (Adıyaman)",574582
"11/04/2023 13:30:45",44.726,39.455,7,0.63,"MW",4.3,"Maku, West Azarbaijan (İran) - [27.86 km] Doğubayazıt (Ağrı)",573636
"11/04/2023 11:17:41",36.457,37.875,10.27,0.41,"MW",4,"Göksun (Kahramanmaraş)",573598
"11/04/2023 01:45:09",37.194,37.506,7.57,0.36,"MW",4,"Dulkadiroğlu (Kahramanmaraş)",573484
"11/04/2023 01:35:39",26.298,34.738,7.23,0.7,"MW",4.2,"Akdeniz",573482
"08/04/2023 03:26:43",36.924,38.131,16.36,0.41,"MW",4.1,"Göksun (Kahramanmaraş)",572661
"07/04/2023 11:29:36",40.358,39.06,7,0.81,"MW",4.5,"Merkez (Bingöl)",572341
"04/04/2023 11:54:53",30.518,37.234,7,0.89,"MW",4.1,"Döşemealtı (Antalya)",571312
"03/04/2023 15:44:14",37.821,38.068,10.58,0.36,"MW",4.2,"Doğanşehir (Malatya)",570951
"03/04/2023 13:52:54",37.823,38.075,11.13,0.43,"MW",4.3,"Doğanşehir (Malatya)",570892
"03/04/2023 06:45:48",36.239,37.89,7,0.5,"MW",4.3,"Saimbeyli (Adana)",570831
"02/04/2023 00:24:39",33.635,41.042,11.83,0.38,"MW",4.2,"İhsangazi (Kastamonu)",570383
"01/04/2023 15:40:53",35.901,36.089,17.92,0.67,"MW",4.2,"Akdeniz - Antakya Körfezi - [04.22 km] Samandağ (Hatay)",570228
"01/04/2023 15:34:39",35.904,36.148,13.34,0.78,"MW",4.1,"Samandağ (Hatay)",570227
"31/03/2023 19:05:20",24.247,37.439,7.99,0.42,"MW",4.7,"Ege Denizi",569859
"31/03/2023 13:56:56",36.568,36.996,14.39,0.44,"MW",4.3,"İslahiye (Gaziantep)",569788
"30/03/2023 22:23:03",25.35,34.866,6.57,0.66,"MW",4.4,"Akdeniz",569530
"30/03/2023 00:44:20",36.61,37.856,7.01,0.14,"MW",4.1,"Onikişubat (Kahramanmaraş)",569162
"29/03/2023 23:08:37",36.884,37.374,7.69,0.3,"MW",4,"Türkoğlu (Kahramanmaraş)",569136
"29/03/2023 20:05:55",36.286,37.936,7.01,0.42,"MW",4,"Göksun (Kahramanmaraş)",569095
"29/03/2023 19:47:02",36.257,37.917,9.38,0.39,"MW",4.5,"Saimbeyli (Adana)",569093
"29/03/2023 16:58:38",38.175,38.188,7.01,0.38,"ML",4,"Yeşilyurt (Malatya)",569056
"27/03/2023 17:35:15",36.519,38.069,8.7,0.69,"MW",4.5,"Göksun (Kahramanmaraş)",568288
"25/03/2023 09:33:38",36.282,37.942,9.44,0.27,"MW",4.2,"Göksun (Kahramanmaraş)",567401
"25/03/2023 07:39:32",37.023,38.059,7,0.53,"MW",4.5,"Ekinözü (Kahramanmaraş)",567365
"24/03/2023 16:10:32",37.588,38.009,15.5,0.23,"MW",4.4,"Nurhak (Kahramanmaraş)",567022
"24/03/2023 06:16:56",44.77,38.37,7,0.85,"MW",5.6,"Khoy, West Azarbaijan (İran) - [29.34 km] Başkale (Van)",566827
"24/03/2023 03:39:53",36.416,38.021,7.34,0.45,"MW",4.7,"Göksun (Kahramanmaraş)",566783
"23/03/2023 13:04:55",36.489,38.016,6.28,0.42,"MW",4.2,"Göksun (Kahramanmaraş)",566507
"23/03/2023 12:23:47",36.466,38.007,7,0.49,"ML",4,"Göksun (Kahramanmaraş)",566495
"23/03/2023 12:19:51",36.459,38.04,12.9,0.73,"MW",5.3,"Göksun (Kahramanmaraş)",566490
"23/03/2023 08:45:21",36.639,37.909,7,0.34,"MW",4.3,"Onikişubat (Kahramanmaraş)",566434
"22/03/2023 22:43:23",38.119,38.184,6.99,0.25,"MW",4.4,"Yeşilyurt (Malatya)",566314
"20/03/2023 23:42:43",37.786,38.105,7,0.72,"MW",4.1,"Doğanşehir (Malatya)",565584
"20/03/2023 18:40:34",36.653,37.299,7,0.32,"MW",4.1,"Türkoğlu (Kahramanmaraş)",565481
"20/03/2023 12:57:07",37.205,38.069,15.36,0.46,"MW",4.3,"Ekinözü (Kahramanmaraş)",565348
"19/03/2023 15:56:45",36.464,38.003,7.35,0.39,"MW",4.1,"Göksun (Kahramanmaraş)",565005
"19/03/2023 15:54:25",36.469,38.006,7,0.33,"MW",4.4,"Göksun (Kahramanmaraş)",565004
"19/03/2023 11:44:19",35.05,35.358,17.03,0.58,"MW",4.1,"Akdeniz",564929
"19/03/2023 10:25:26",37.941,38.182,6.96,0.41,"MW",4,"Doğanşehir (Malatya)",564879
"18/03/2023 12:25:31",36.373,37.789,6.99,0.27,"MW",4.2,"Andırın (Kahramanmaraş)",564538
"18/03/2023 08:14:29",36.454,38.024,7,0.36,"MW",4.6,"Göksun (Kahramanmaraş)",564506
"17/03/2023 16:24:10",36.674,38.155,12.39,0.33,"ML",4,"Göksun (Kahramanmaraş)",564163
"17/03/2023 04:41:12",36.522,38.005,7,0.57,"MW",4.1,"Göksun (Kahramanmaraş)",563931
"16/03/2023 22:59:13",34.289,36.438,16.04,0.64,"MW",4.3,"Akdeniz - Mersin Körfezi - [11.47 km] Erdemli (Mersin)",563872
"16/03/2023 14:47:13",45.21,38.476,15.25,0.63,"MW",5.3,"Khoy, West Azarbaijan (İran) - [69.44 km] Başkale (Van)",563710
"16/03/2023 13:55:06",31.525,40.792,9.12,0.37,"MW",4.8,"Merkez (Bolu)",563693
"15/03/2023 08:49:33",37.494,37.984,7.72,0.34,"MW",4,"Nurhak (Kahramanmaraş)",563139
"14/03/2023 19:35:58",21.818,35.556,4.22,0.61,"MW",5.3,"Akdeniz",562858
"14/03/2023 17:49:47",37.384,37.84,5.34,0.38,"MW",4.9,"Çağlayancerit (Kahramanmaraş)",562825
"14/03/2023 09:47:34",36.976,38.135,7,0.76,"MW",4.7,"Göksun (Kahramanmaraş)",562618
"13/03/2023 05:23:14",36.505,36.828,11.21,0.43,"MW",4.4,"Hassa (Hatay)",562151
"13/03/2023 05:13:51",38.673,38.186,8.08,0.29,"MW",4.5,"Pütürge (Malatya)",562148
"13/03/2023 04:34:29",38.677,38.189,10.14,0.24,"MW",4.7,"Pütürge (Malatya)",562133
"12/03/2023 15:31:21",36.253,37.91,8.17,0.37,"MW",4.4,"Saimbeyli (Adana)",561913
"11/03/2023 22:35:16",35.668,36.976,7,0.67,"MW",4,"Yüreğir (Adana)",561642
"10/03/2023 05:28:13",35.326,38.693,7,0.56,"MW",4.8,"Hacılar (Kayseri)",560749
"10/03/2023 02:34:16",38.486,38.125,7.24,0.29,"MW",4.1,"Sincik (Adıyaman)",560714
"10/03/2023 01:22:05",36.993,41.964,19.26,0.47,"MW",4,"Karadeniz - [69.71 km] Çarşamba (Samsun)",560695
"10/03/2023 00:08:48",36.912,37.141,7,0.4,"MW",4.1,"Nurdağı (Gaziantep)",560680
"09/03/2023 21:55:27",38.442,38.107,9.6,0.22,"MW",4.5,"Sincik (Adıyaman)",560646
"09/03/2023 00:44:04",37.037,37.299,7,0.28,"MW",4,"Pazarcık (Kahramanmaraş)",560367
"07/03/2023 17:18:20",37.407,38.828,7,0.61,"MW",4.2,"Gürün (Sivas)",559840
"07/03/2023 14:53:38",35.263,38.707,8.52,0.69,"MW",4.3,"İncesu (Kayseri)",559759
"07/03/2023 14:48:03",35.32,38.701,7,0.98,"MW",4.4,"Hacılar (Kayseri)",559767
"07/03/2023 14:47:27",35.283,38.699,16.4,0.52,"MW",4.7,"İncesu (Kayseri)",559756
"07/03/2023 12:40:11",36.55,37.711,7.52,0.41,"MW",4.4,"Onikişubat (Kahramanmaraş)",559728
"07/03/2023 01:14:57",36.123,36.123,7.05,0.51,"MW",4.1,"Defne (Hatay)",559409
"06/03/2023 16:03:24",37.283,38.239,13.02,0.42,"MW",4,"Elbistan (Kahramanmaraş)",559162
"06/03/2023 14:02:58",35.953,36.351,7,0.59,"MW",4.1,"Arsuz (Hatay)",559085
"06/03/2023 07:57:33",41.021,38.973,13.29,0.49,"MW",4.2,"Solhan (Bingöl)",558841
"05/03/2023 23:49:46",36.158,36.762,5.39,0.42,"MW",4.5,"Akdeniz - İskenderun Körfezi - [04.35 km] Payas (Hatay)",558712
"05/03/2023 09:25:39",38.174,34.542,5.91,0.55,"MW",4,"Palmyra, Humus (Suriye)",558452
"04/03/2023 23:59:40",40.339,38.528,14.27,0.55,"MW",4.1,"Genç (Bingöl)",558296
"04/03/2023 13:26:24",36.991,37.493,4.63,0.79,"MW",4,"Dulkadiroğlu (Kahramanmaraş)",558110
"04/03/2023 08:27:33",38.244,38.109,7,0.27,"MW",4.4,"Çelikhan (Adıyaman)",558010
"04/03/2023 06:03:41",36.157,36.27,7.23,0.35,"MW",4,"Antakya (Hatay)",557979
"04/03/2023 03:20:09",36.262,38.122,7,0.53,"MW",4.1,"Tufanbeyli (Adana)",557931
"03/03/2023 05:53:42",36.602,37.847,7.06,0.34,"MW",5,"Onikişubat (Kahramanmaraş)",557391
"01/03/2023 19:38:00",37.025,37.304,7.6,0.31,"ML",4.3,"Türkoğlu (Kahramanmaraş)",556555
"01/03/2023 13:52:36",43.858,41.304,4.31,0.92,"MW",4.1,"Ninotsminda, Samtskhe-Javakheti (Gürcistan) - [42.85 km] Akyaka (Kars)",556451
"01/03/2023 10:20:22",36.073,36.318,11.06,0.37,"MW",4.4,"Antakya (Hatay)",556383
"01/03/2023 07:15:30",37.856,37.833,7,0.36,"MW",4.2,"Tut (Adıyaman)",556292
"01/03/2023 05:23:21",37.044,38.017,7,0.45,"MW",4.4,"Ekinözü (Kahramanmaraş)",556241
"01/03/2023 02:32:10",37.037,37.311,9.32,0.23,"MW",4,"Türkoğlu (Kahramanmaraş)",556161
"28/02/2023 19:59:09",35.301,38.749,7,0.66,"MW",4,"İncesu (Kayseri)",555976
"28/02/2023 18:16:38",35.29,38.747,7,0.66,"MW",4.4,"İncesu (Kayseri)",555930
"28/02/2023 17:49:15",36.647,37.842,13.61,0.34,"MW",4.1,"Onikişubat (Kahramanmaraş)",555926
"28/02/2023 17:39:53",36.628,37.837,9.88,0.5,"MW",4.5,"Onikişubat (Kahramanmaraş)",555921
"28/02/2023 15:42:15",36.252,37.385,12.93,0.63,"MW",4.1,"Kadirli (Osmaniye)",555833
"28/02/2023 09:38:14",37.766,38.108,7,0.4,"MW",4.1,"Doğanşehir (Malatya)",555623
"28/02/2023 05:18:58",38.268,38.281,7,0.35,"MW",4.1,"Yeşilyurt (Malatya)",555547
"27/02/2023 22:12:00",36.633,37.877,7,0.23,"MW",4,"Onikişubat (Kahramanmaraş)",555434
"27/02/2023 21:22:21",26.701,38.638,14.5,0.25,"MW",4.1,"Ege Denizi - İzmir Körfezi - [04.87 km] Foça (İzmir)",555413
"27/02/2023 19:16:45",37.576,37.934,7.34,0.32,"MW",4.1,"Gölbaşı (Adıyaman)",555380
"27/02/2023 12:04:49",38.303,38.272,6.15,0.49,"MW",5.6,"Yeşilyurt (Malatya)",555149
"27/02/2023 09:19:47",36.9997,38.0164,7,0.3,"MW",4.3,"Ekinözü (Kahramanmaraş)",555043
"27/02/2023 05:51:20",37.584,37.932,8.51,0.54,"MW",5,"Gölbaşı (Adıyaman)",554982
"26/02/2023 07:37:39",37.074,38.074,7,0.68,"MW",4,"Kandil Barajı - [01.78 km] Ekinözü (Kahramanmaraş)",554573
"26/02/2023 05:26:29",35.926,36.076,13.29,0.39,"MW",4.5,"Akdeniz - Antakya Körfezi - [03.25 km] Samandağ (Hatay)",554500
"25/02/2023 15:41:12",37.046,38.061,5.32,0.43,"MW",4.7,"Ekinözü (Kahramanmaraş)",554182
"25/02/2023 13:27:09",33.993,37.987,2.28,0.71,"MW",5.3,"Ereğli (Konya)",554155
"25/02/2023 11:58:39",37.491,38.386,7,0.68,"MW",4.2,"Darende (Malatya)",554140
"25/02/2023 04:12:20",35.922,36.138,16.05,0.55,"MW",4,"Samandağ (Hatay)",553933
"25/02/2023 03:28:09",41.024,39.001,12.5,0.44,"MW",4.4,"Solhan (Bingöl)",553921
"25/02/2023 02:25:28",43.474,36.276,16.15,0.59,"MW",4.3,"Al Hamdaniyah, Ninova (Irak) - [107.76 km] Şemdinli (Hakkari)",553885
"24/02/2023 23:25:29",38.696,38.201,7,0.42,"MW",4.7,"Pütürge (Malatya)",553806
"24/02/2023 23:10:46",35.122,35.547,21.67,0.78,"MW",4,"Akdeniz",553802
"24/02/2023 20:19:58",37.399,38.839,7,0.47,"MW",4.7,"Gürün (Sivas)",553715
"24/02/2023 17:01:58",33.9844,37.9722,7,0.79,"MW",4.4,"Ereğli (Konya)",553624
"24/02/2023 08:46:17",35.97,36.326,7.29,0.48,"MW",4,"Arsuz (Hatay)",553318
"23/02/2023 20:52:39",36.501,38.091,7,0.53,"MW",4.1,"Göksun (Kahramanmaraş)",553126
"23/02/2023 18:53:47",36.053,36.136,8.75,0.46,"MW",5,"Samandağ (Hatay)",553084
"23/02/2023 14:41:42",37.764,38.074,6.97,0.48,"MW",4.4,"Doğanşehir (Malatya)",552941
"23/02/2023 06:23:03",37.105,37.335,10.49,0.3,"MW",4.1,"Pazarcık (Kahramanmaraş)",552656
"23/02/2023 04:42:57",36.168,36.23,10.35,0.67,"MW",4.3,"Antakya (Hatay)",552621
"22/02/2023 23:36:06",38.404,38.126,7,0.42,"MW",4.1,"Yeşilyurt (Malatya)",552538
"22/02/2023 10:56:53",37.868,38.141,16.57,0.42,"ML",4.3,"Doğanşehir (Malatya)",552225
"22/02/2023 10:09:42",40.284,38.505,9.68,0.55,"MW",4.4,"Genç (Bingöl)",552166
"22/02/2023 09:01:21",34.696,33.851,7.2,0.59,"MW",4.2,"Akdeniz",552126
"22/02/2023 08:50:50",37.283,38.228,7,0.56,"MW",4.1,"Elbistan (Kahramanmaraş)",552123
"22/02/2023 07:40:01",36.632,38.084,7,0.38,"MW",4.1,"Göksun (Kahramanmaraş)",552073
"22/02/2023 06:04:44",40.136,38.431,11.52,0.33,"MW",4,"Dicle (Diyarbakır)",552018
"22/02/2023 04:26:06",34.967,35.567,7,0.89,"MW",4.1,"Akdeniz",551978
"21/02/2023 19:06:48",36.074,36.146,7,0.35,"MW",4.2,"Samandağ (Hatay)",551654
"21/02/2023 14:55:54",37.351,38.061,7,0.7,"MW",4,"Nurhak (Kahramanmaraş)",551505
"21/02/2023 12:56:45",38.608,38.195,11.59,0.36,"MW",4.1,"Battalgazi (Malatya)",551462
"21/02/2023 11:11:50",35.852,36.127,16.39,0.43,"ML",4,"Akdeniz - [07.41 km] Samandağ (Hatay)",551376
"21/02/2023 02:21:13",37.386,38.033,7.67,0.37,"MW",4.4,"Nurhak (Kahramanmaraş)",551165
"21/02/2023 01:56:56",35.954,36.134,7,0.23,"MW",4.2,"Samandağ (Hatay)",551159
"20/02/2023 22:09:20",36.052,36.267,10.65,0.29,"MW",4.1,"Antakya (Hatay)",551099
"20/02/2023 22:00:14",36.043,36.171,7,0.38,"MW",4.2,"Samandağ (Hatay)",551094
"20/02/2023 20:38:45",35.956,36.204,7,0.19,"ML",4.1,"Samandağ (Hatay)",551077
"20/02/2023 20:19:10",35.363,35.97,8.1,0.6,"ML",4.1,"Akdeniz - [52.32 km] Yayladağı (Hatay)",568201
"20/02/2023 20:14:18",35.992,36.254,7.07,0.35,"ML",4,"Samandağ (Hatay)",551070
"20/02/2023 20:07:34",35.978,36.186,6.64,0.92,"MW",5.8,"Samandağ (Hatay)",551068
"20/02/2023 20:05:45",36.243,36.076,6.63,0.63,"MW",4.9,"Altınözü (Hatay)",568255
"20/02/2023 20:04:27",36.021,36.037,21.73,0.94,"MW",6.4,"Yayladağı (Hatay)",551067
"20/02/2023 06:45:37",40.001,38.682,7.01,0.5,"MW",4.5,"Palu (Elazığ)",550572
"20/02/2023 05:29:34",39.989,38.718,7.04,0.68,"MW",4.4,"Palu (Elazığ)",550547
"20/02/2023 04:48:59",36.812,38.086,6.99,0.46,"MW",4.5,"Göksun (Kahramanmaraş)",550536
"20/02/2023 04:07:37",39.963,38.692,14.56,0.34,"MW",4.6,"Palu (Elazığ)",550517
"20/02/2023 03:39:01",39.962,38.702,13.26,0.75,"MW",4.8,"Palu (Elazığ)",550512
"20/02/2023 03:37:29",39.989,38.706,11.85,0.47,"MW",4.7,"Palu (Elazığ)",550510
"20/02/2023 02:57:26",38.747,38.255,8.63,0.26,"MW",4.3,"Pütürge (Malatya)",550495
"20/02/2023 00:30:30",36.872,37.393,9.82,0.42,"MW",4.2,"Türkoğlu (Kahramanmaraş)",550438
"19/02/2023 15:04:32",38.233,38.277,7,0.4,"MW",4.7,"Yeşilyurt (Malatya)",550239
"19/02/2023 09:55:38",37.167,37.521,10.39,0.28,"MW",4,"Dulkadiroğlu (Kahramanmaraş)",550153
"19/02/2023 08:46:34",37.19,37.474,11.99,0.38,"MW",4,"Dulkadiroğlu (Kahramanmaraş)",550128
"19/02/2023 07:07:40",36.835,37.236,4.98,0.29,"MW",4.5,"Nurdağı (Gaziantep)",550087
"19/02/2023 06:59:11",36.825,37.25,10.07,0.4,"MW",4.3,"Türkoğlu (Kahramanmaraş)",550085
"19/02/2023 03:56:10",36.224,38.091,12.5,0.61,"MW",4.4,"Saimbeyli (Adana)",550046
"18/02/2023 23:56:06",36.497,36.854,13.07,0.5,"MW",4.1,"Hassa (Hatay)",549972
"18/02/2023 22:31:31",36.602,38.08,6.2,0.29,"MW",5.1,"Göksun (Kahramanmaraş)",549953
"18/02/2023 20:32:58",25.359,35.893,7.96,0.89,"MW",4.7,"Ege Denizi",549925
"18/02/2023 19:14:39",38.171,38.075,7,0.59,"MW",4.3,"Çelikhan (Adıyaman)",549894
"18/02/2023 08:26:04",37.17,38.076,15.04,0.23,"ML",4.1,"Ekinözü (Kahramanmaraş)",549652
"17/02/2023 22:10:37",38.223,38.242,7,0.39,"ML",4,"Yeşilyurt (Malatya)",549498
"17/02/2023 21:28:25",37.274,37.595,12.75,0.4,"MW",4,"Pazarcık (Kahramanmaraş)",549483
"17/02/2023 19:33:57",36.324,37.876,7,0.44,"ML",4,"Göksun (Kahramanmaraş)",549446
"17/02/2023 18:34:37",39.665,38.627,7,0.28,"MW",4.6,"Merkez (Elazığ)",549422
"17/02/2023 17:58:55",36.322,37.94,10.11,0.59,"MW",4.5,"Göksun (Kahramanmaraş)",549413
"17/02/2023 09:06:09",38.192,38.257,7,0.69,"MW",4.1,"Yeşilyurt (Malatya)",548980
"17/02/2023 03:49:18",37.216,37.522,6.6,0.27,"MW",4,"Pazarcık (Kahramanmaraş)",548847
"17/02/2023 03:35:56",40.172,39.154,11.58,0.6,"MW",4.8,"Karakoçan (Elazığ)",548845
"17/02/2023 03:11:38",38.131,38.875,12.34,0.37,"MW",4,"Hekimhan (Malatya)",548840
"17/02/2023 02:53:23",37.973,37.932,10.02,0.51,"MW",4,"Doğanşehir (Malatya)",548835
"16/02/2023 22:47:50",35.752,36.253,9.26,0.46,"MW",5.1,"Akdeniz - [05.64 km] Arsuz (Hatay)",548760
"16/02/2023 19:38:31",37.509,37.985,11.9,0.52,"MW",4,"Nurhak (Kahramanmaraş)",548683
"16/02/2023 17:45:41",37.847,38.183,7,0.54,"MW",4.7,"Doğanşehir (Malatya)",548649
"16/02/2023 14:16:23",35.858,35.883,10.31,0.37,"MW",4.7,"Akdeniz",548498
"16/02/2023 11:21:51",36.455,37.882,7,0.73,"MW",4,"Göksun (Kahramanmaraş)",548407
"16/02/2023 08:18:55",38.576,38.151,7.03,0.24,"MW",4.4,"Battalgazi (Malatya)",548273
"16/02/2023 01:25:57",36.633,38.056,10,0.48,"MW",4.5,"Göksun (Kahramanmaraş)",548156
"15/02/2023 21:49:03",37.86,37.789,14.31,0.43,"MW",4,"Tut (Adıyaman)",548102
"15/02/2023 18:12:12",35.388,40.589,11.95,0.27,"MW",4,"Mecitözü (Çorum)",548037
"15/02/2023 15:22:51",38.109,38.221,7.89,0.41,"ML",4,"Yeşilyurt (Malatya)",547926
"15/02/2023 13:14:20",36.446,38.032,11.42,0.43,"ML",4,"Göksun (Kahramanmaraş)",547835
"15/02/2023 10:36:28",36.424,38.028,15.8,0.95,"ML",4.7,"Göksun (Kahramanmaraş)",547735
"15/02/2023 09:25:29",36.661,38.087,12.3,0.62,"ML",4.6,"Göksun (Kahramanmaraş)",547698
"15/02/2023 03:06:03",36.507,36.839,6.51,0.32,"MW",4.2,"Hassa (Hatay)",547582
"15/02/2023 02:14:01",37.423,38.616,12.48,0.77,"MW",4.6,"Darende (Malatya)",547560
"14/02/2023 18:50:37",37.135,38.036,7.01,0.27,"MW",4.1,"Ekinözü (Kahramanmaraş)",547401
"14/02/2023 16:13:04",37.965,37.941,12,0.38,"ML",4.1,"Doğanşehir (Malatya)",547334
"14/02/2023 14:54:11",36.051,36.091,7,0.81,"ML",4.1,"Samandağ (Hatay)",547269
"14/02/2023 14:07:45",36.368,37.967,7.1,0.49,"ML",4.1,"Göksun (Kahramanmaraş)",547259
"13/02/2023 22:20:26",36.392,38.033,10.52,0.54,"MW",4.8,"Göksun (Kahramanmaraş)",546757
"13/02/2023 18:21:21",38.701,38.203,13.69,0.24,"MW",4.2,"Pütürge (Malatya)",546661
"13/02/2023 18:15:03",36.289,37.86,8.56,0.38,"MW",4.2,"Göksun (Kahramanmaraş)",546657
"13/02/2023 17:28:15",38.586,38.146,7.35,0.6,"ML",4.5,"Battalgazi (Malatya)",546648
"13/02/2023 14:59:17",36.575,36.919,6.96,0.51,"MW",4.6,"İslahiye (Gaziantep)",546610
"13/02/2023 01:52:59",36.617,38.046,7,0.36,"MW",4.6,"Göksun (Kahramanmaraş)",546377
"12/02/2023 22:02:29",37.041,37.319,9.23,0.42,"MW",4.1,"Pazarcık (Kahramanmaraş)",546320
"12/02/2023 21:33:14",36.941,37.392,8.14,0.25,"MW",4.6,"Türkoğlu (Kahramanmaraş)",546310
